"mr_id","mr_magasin","mr_rayon"
"1796","286","16"
"1797","286","11"
"1798","286","20"
"1799","286","13"
"1800","222","15"
"1801","222","12"
"1802","222","11"
"1803","222","13"
"1804","222","8"
"1805","222","9"
"1806","326","22"
"1807","326","14"
"1808","326","8"
"1809","326","21"
"1810","326","9"
"1811","326","17"
"1812","326","15"
"1813","326","16"
"1814","326","13"
"1815","326","20"
"1816","326","11"
"1817","17","19"
"1818","17","14"
"1819","17","8"
"1820","17","18"
"1821","17","21"
"1822","17","9"
"1823","17","17"
"1824","17","15"
"1825","17","16"
"1826","17","10"
"1827","17","12"
"1828","17","11"
"1829","17","20"
"1830","17","13"
"1831","156","19"
"1832","156","14"
"1833","156","8"
"1834","156","18"
"1835","156","21"
"1836","156","9"
"1837","156","17"
"1838","156","15"
"1839","156","16"
"1840","156","12"
"1841","156","11"
"1842","156","20"
"1843","156","13"
"1844","327","22"
"1845","327","19"
"1846","327","14"
"1847","327","8"
"1848","327","18"
"1849","327","21"
"1850","327","9"
"1851","327","17"
"1852","327","15"
"1853","327","16"
"1854","327","10"
"1855","327","12"
"1856","327","11"
"1857","327","20"
"1858","327","13"
"1859","185","22"
"1860","185","19"
"1861","185","14"
"1862","185","8"
"1863","185","18"
"1864","185","21"
"1865","185","9"
"1866","185","17"
"1867","185","15"
"1868","185","16"
"1869","185","16"
"1870","185","10"
"1871","185","12"
"1872","185","11"
"1873","185","20"
"1874","185","13"
"1876","330","14"
"1877","330","8"
"1878","330","18"
"1879","330","21"
"1880","330","9"
"1881","330","17"
"1882","330","15"
"1883","330","16"
"1884","330","10"
"1885","330","12"
"1886","330","11"
"1887","330","20"
"1888","330","13"
"1889","330","22"
"1890","330","19"
"1891","331","19"
"1892","331","14"
"1893","331","8"
"1894","331","18"
"1895","331","21"
"1896","331","9"
"1897","331","17"
"1898","331","15"
"1899","331","16"
"1900","331","10"
"1901","331","12"
"1902","331","11"
"1903","331","20"
"1904","331","13"
"1905","316","10"
"1907","255","9"
"1908","255","8"
"1909","255","11"
"1910","255","12"
"1911","255","13"
"1912","255","14"
"1913","255","19"
"1914","255","18"
"1915","255","21"
"1916","255","17"
"1917","255","15"
"1918","255","16"
"1919","255","20"
"1920","336","19"
"1921","336","14"
"1922","336","8"
"1923","336","18"
"1924","336","21"
"1925","336","9"
"1926","336","17"
"1927","336","15"
"1928","336","12"
"1929","336","11"
"1930","336","20"
"1931","336","13"
"1932","339","11"
"1933","339","19"
"1934","339","8"
"1935","339","22"
"1936","339","14"
"1937","339","18"
"1938","339","21"
"1939","339","9"
"1940","339","17"
"1941","339","15"
"1942","339","16"
"1943","339","10"
"1944","339","12"
"1945","339","20"
"1946","339","13"
"1947","150","22"
"1948","150","19"
"1949","150","14"
"1950","150","8"
"1951","150","18"
"1952","150","21"
"1953","150","17"
"1954","150","15"
"1955","150","16"
"1956","150","11"
"1957","150","13"
"1958","150","9"
"1959","150","12"
"1960","150","20"
"1961","40","22"
"1962","342","22"
"1963","342","19"
"1964","342","14"
"1965","342","8"
"1966","342","18"
"1967","342","21"
"1968","342","9"
"1969","342","17"
"1970","342","15"
"1971","342","16"
"1972","342","10"
"1973","342","12"
"1974","342","11"
"1975","342","20"
"1976","342","13"
"1977","343","14"
"1978","343","8"
"1979","343","21"
"1980","343","9"
"1981","343","17"
"1982","343","15"
"1983","343","16"
"1984","343","12"
"1985","343","19"
"1986","343","18"
"1987","343","11"
"1988","343","13"
"1989","343","20"
"1990","343","22"
"1991","344","19"
"1992","344","14"
"1993","344","8"
"1994","344","18"
"1995","344","21"
"1996","344","9"
"1997","344","17"
"1998","344","15"
"1999","344","16"
"2000","344","10"
"2001","344","12"
"2002","344","11"
"2003","344","20"
"2004","344","13"
"2005","345","22"
"2006","345","19"
"2007","345","14"
"2008","345","8"
"2009","345","21"
"2010","345","9"
"2011","345","17"
"2012","345","15"
"2015","345","12"
"2016","345","11"
"2017","345","20"
"2018","345","13"
"2019","345","18"
"2020","168","14"
"2021","168","8"
"2022","168","9"
"2023","168","22"
"2024","168","19"
"2025","168","18"
"2026","168","21"
"2027","168","17"
"2028","168","15"
"2029","168","16"
"2030","168","10"
"2031","168","12"
"2032","168","11"
"2033","168","20"
"2034","168","13"
"2035","341","22"
"2036","341","19"
"2037","341","14"
"2038","341","8"
"2039","341","18"
"2040","341","21"
"2041","341","9"
"2042","341","17"
"2043","341","15"
"2044","341","16"
"2045","341","11"
"2046","341","20"
"2047","341","13"
"2048","347","19"
"2049","347","14"
"2050","347","8"
"2051","347","18"
"2052","347","9"
"2053","347","15"
"2054","347","16"
"2055","347","12"
"2056","347","11"
"2057","347","20"
"2058","347","17"
"2059","347","13"
"2060","347","21"
"2061","354","22"
"2062","354","19"
"2063","354","14"
"2064","354","8"
"2065","354","21"
"2066","354","9"
"2067","354","15"
"2068","354","16"
"2069","354","10"
"2070","354","11"
"2071","226","22"
"2072","226","14"
"2073","226","8"
"2074","226","21"
"2075","226","9"
"2076","226","17"
"2077","226","15"
"2078","226","16"
"2079","226","11"
"2080","226","20"
"2081","226","13"
"2082","226","19"
"2083","355","19"
"2084","355","14"
"2085","355","8"
"2086","355","18"
"2087","355","21"
"2088","355","17"
"2089","355","9"
"2090","355","15"
"2091","355","16"
"2092","355","12"
"2093","355","11"
"2094","355","20"
"2095","355","13"
"2096","356","22"
"2097","356","19"
"2098","356","14"
"2099","356","8"
"2100","356","18"
"2101","356","21"
"2102","356","9"
"2103","356","17"
"2104","356","15"
"2105","356","10"
"2106","356","11"
"2107","356","20"
"2108","356","13"
"2109","356","12"
"2110","267","22"
"2111","267","19"
"2112","267","14"
"2113","267","8"
"2114","267","18"
"2115","267","21"
"2116","267","9"
"2117","267","17"
"2118","267","15"
"2119","267","16"
"2120","267","10"
"2121","267","12"
"2122","267","11"
"2123","267","20"
"2124","267","13"
"2125","19","19"
"2126","340","22"
"2127","340","19"
"2128","340","14"
"2129","340","8"
"2130","340","18"
"2131","340","21"
"2132","340","9"
"2133","340","17"
"2134","340","15"
"2135","340","16"
"2136","340","10"
"2137","340","20"
"2138","340","11"
"2139","340","12"
"2140","340","13"
"2141","304","16"
"2142","363","19"
"2143","363","14"
"2144","363","8"
"2145","363","21"
"2146","363","9"
"2147","363","17"
"2148","363","15"
"2149","363","16"
"2150","363","11"
"2151","363","20"
"2152","364","22"
"2153","364","19"
"2154","364","14"
"2155","364","8"
"2156","364","18"
"2157","364","21"
"2158","364","9"
"2159","364","17"
"2160","364","15"
"2161","364","16"
"2162","364","12"
"2163","364","20"
"2164","365","19"
"2165","365","14"
"2166","365","8"
"2167","365","21"
"2168","365","9"
"2169","365","17"
"2170","365","15"
"2171","365","10"
"2172","365","20"
"2173","365","13"
"2174","365","16"
"2175","366","19"
"2176","366","14"
"2177","366","8"
"2178","366","18"
"2179","366","21"
"2180","366","9"
"2181","366","17"
"2182","366","15"
"2183","366","16"
"2184","366","10"
"2185","366","12"
"2186","366","11"
"2187","366","20"
"2188","366","13"
"2189","276","14"
"2190","276","21"
"2191","276","9"
"2192","276","17"
"2193","276","12"
"2194","276","11"
"2195","368","19"
"2196","368","14"
"2197","368","8"
"2198","368","18"
"2199","368","21"
"2200","368","9"
"2201","368","17"
"2202","368","15"
"2203","368","16"
"2204","368","12"
"2205","368","11"
"2206","368","20"
"2207","368","13"
"2208","369","19"
"2209","369","14"
"2210","369","8"
"2211","369","9"
"2212","369","18"
"2213","369","17"
"2214","369","15"
"2215","369","16"
"2216","369","12"
"2217","369","11"
"2218","369","20"
"2219","369","13"
"2220","369","14"
"2221","370","19"
"2222","370","14"
"2223","370","8"
"2224","370","21"
"2225","370","9"
"2226","370","17"
"2227","370","15"
"2228","370","10"
"2229","370","12"
"2230","370","11"
"2231","370","20"
"2232","370","13"
"2233","371","19"
"2234","371","14"
"2235","371","8"
"2236","371","18"
"2237","371","9"
"2238","371","17"
"2239","371","12"
"2240","371","20"
"2241","325","14"
"2242","325","8"
"2243","325","18"
"2244","325","21"
"2245","325","9"
"2246","325","17"
"2247","325","15"
"2248","325","16"
"2249","325","10"
"2250","325","11"
"2251","325","20"
"2253","379","16"
"2254","379","18"
"2255","379","17"
"2256","379","9"
"2257","379","22"
"2258","379","11"
"2259","379","15"
"2260","379","20"
"2261","379","13"
"2262","379","14"
"2263","379","8"
"2264","380","19"
"2265","380","8"
"2266","380","21"
"2267","380","17"
"2268","380","16"
"2269","380","11"
"2270","380","20"
"2275","375","22"
"2276","375","19"
"2277","375","14"
"2278","375","8"
"2279","375","18"
"2280","375","21"
"2281","375","9"
"2282","375","17"
"2283","375","15"
"2284","375","11"
"2285","375","13"
"2286","375","20"
"2287","302","8"
"2288","381","19"
"2289","381","14"
"2290","381","8"
"2291","381","21"
"2292","381","9"
"2293","381","17"
"2294","381","16"
"2295","381","10"
"2296","381","12"
"2297","381","11"
"2298","381","20"
"2299","383","22"
"2300","383","14"
"2301","383","18"
"2302","383","21"
"2303","383","9"
"2304","383","17"
"2305","383","15"
"2306","383","16"
"2307","383","11"
"2308","383","13"
"2309","278","14"
"2310","278","8"
"2311","278","21"
"2312","278","18"
"2313","278","9"
"2314","278","17"
"2315","278","15"
"2316","278","16"
"2317","278","10"
"2318","278","12"
"2319","278","11"
"2320","278","20"
"2321","353","8"
"2322","353","14"
"2323","353","21"
"2324","353","17"
"2325","353","15"
"2326","353","9"
"2327","353","16"
"2328","353","11"
"2329","353","13"
"2330","353","18"
"2331","353","20"
